fecha,tipo_ingreso,linea,ingreso
2013-08-24,Boletos,Línea 8,590235
2013-08-24,Boletos,Línea 9,418440
2013-08-24,Boletos,Línea A,462675
2013-08-24,Boletos,Línea B,855300
2013-08-24,Boletos,Línea 12,0
2013-08-24,Recargas,Línea 1,760021
2013-08-24,Recargas,Línea 2,1032524.5
2013-08-24,Recargas,Línea 3,804217.5
2013-08-24,Recargas,Línea 4,107746
2013-08-24,Recargas,Línea 5,212641.5
2013-08-24,Recargas,Línea 6,149240.5
2013-08-24,Recargas,Línea 7,381556
2013-08-24,Recargas,Línea 8,504003
2013-08-24,Recargas,Línea 9,359644
2013-08-24,Recargas,Línea A,260466
2013-08-24,Recargas,Línea B,508842.3
2013-08-24,Recargas,Línea 12,865083.5
2013-08-24,Tarjetas,Línea 1,10
2013-08-24,Tarjetas,Línea 2,10
2013-08-24,Tarjetas,Línea 3,50
2013-08-24,Tarjetas,Línea 4,0
2013-08-24,Tarjetas,Línea 5,0
2013-08-24,Tarjetas,Línea 6,0
2013-08-24,Tarjetas,Línea 7,0
2013-08-24,Tarjetas,Línea 8,20
2013-08-24,Tarjetas,Línea 9,10
2013-08-24,Tarjetas,Línea A,0
2013-08-24,Tarjetas,Línea B,30
2013-08-24,Tarjetas,Línea 12,45310
2013-08-25,Boletos,Línea 1,879000
2013-08-25,Boletos,Línea 2,828840
2013-08-25,Boletos,Línea 3,640260
2013-08-25,Boletos,Línea 4,99060
2013-08-25,Boletos,Línea 5,254700
2013-08-25,Boletos,Línea 6,124080
2013-08-25,Boletos,Línea 7,247815
2013-08-25,Boletos,Línea 8,380535
2013-08-25,Boletos,Línea 9,258045
2013-08-25,Boletos,Línea A,321195
2013-08-25,Boletos,Línea B,571680
2013-08-25,Boletos,Línea 12,0
2013-08-25,Recargas,Línea 1,473002
2013-08-25,Recargas,Línea 2,604258
2013-08-25,Recargas,Línea 3,488086
2013-08-25,Recargas,Línea 4,58324.5
2013-08-25,Recargas,Línea 5,138355
2013-08-25,Recargas,Línea 6,77306
2013-08-25,Recargas,Línea 7,202885
2013-08-25,Recargas,Línea 8,284151.5
2013-08-25,Recargas,Línea 9,218811
2013-08-25,Recargas,Línea A,155011
2013-08-25,Recargas,Línea B,336895
2013-08-25,Recargas,Línea 12,517123.5
2013-08-25,Tarjetas,Línea 1,0
2013-08-25,Tarjetas,Línea 2,0
2013-08-25,Tarjetas,Línea 3,0
2013-08-25,Tarjetas,Línea 4,0
2013-08-25,Tarjetas,Línea 5,0
2013-08-25,Tarjetas,Línea 6,0
2013-08-25,Tarjetas,Línea 7,10
2013-08-25,Tarjetas,Línea 8,0
2013-08-25,Tarjetas,Línea 9,0
2013-08-25,Tarjetas,Línea A,0
2013-08-25,Tarjetas,Línea B,0
2013-08-25,Tarjetas,Línea 12,29300
2013-08-26,Boletos,Línea 1,1303665
2013-08-26,Boletos,Línea 2,1271754
2013-08-26,Boletos,Línea 3,1142955
2013-08-26,Boletos,Línea 4,183930
2013-08-26,Boletos,Línea 5,450885
2013-08-26,Boletos,Línea 6,303555
2013-08-26,Boletos,Línea 7,486855
2013-08-26,Boletos,Línea 8,645735
2013-08-26,Boletos,Línea 9,493155
2013-08-26,Boletos,Línea A,563280
2013-08-26,Boletos,Línea B,917595
2013-08-26,Boletos,Línea 12,0
2013-08-26,Recargas,Línea 1,1093534.3
2013-08-26,Recargas,Línea 2,1556980.5
2013-08-26,Recargas,Línea 3,1303112.5
2013-08-26,Recargas,Línea 4,167274
2013-08-26,Recargas,Línea 5,357911.5
2013-08-26,Recargas,Línea 6,313011
2013-08-26,Recargas,Línea 7,673147
2013-08-26,Recargas,Línea 8,698693
2013-08-26,Recargas,Línea 9,529412
2013-08-26,Recargas,Línea A,432612.3
2013-08-26,Recargas,Línea B,758642
2013-08-26,Recargas,Línea 12,1325574.5
2013-08-26,Tarjetas,Línea 1,0
2013-08-26,Tarjetas,Línea 2,0
2013-08-26,Tarjetas,Línea 3,0
2013-08-26,Tarjetas,Línea 4,0
2013-08-26,Tarjetas,Línea 5,0
2013-08-26,Tarjetas,Línea 6,0
2013-08-26,Tarjetas,Línea 7,0
2013-08-26,Tarjetas,Línea 8,0
2013-08-26,Tarjetas,Línea 9,0
2013-08-26,Tarjetas,Línea A,0
2013-08-26,Tarjetas,Línea B,0
2013-08-26,Tarjetas,Línea 12,44370
2013-08-27,Boletos,Línea 1,1197525
2013-08-27,Boletos,Línea 2,1086273
2013-08-27,Boletos,Línea 3,1047765
2013-08-27,Boletos,Línea 4,161595
2013-08-27,Boletos,Línea 5,393735
2013-08-27,Boletos,Línea 6,254400
2013-08-27,Boletos,Línea 7,428190
2013-08-27,Boletos,Línea 8,613980
2013-08-27,Boletos,Línea 9,455250
2013-08-27,Boletos,Línea A,494655
2013-08-27,Boletos,Línea B,770385
2013-08-27,Boletos,Línea 12,0
2013-08-27,Recargas,Línea 1,913131.5
2013-08-27,Recargas,Línea 2,1195865.3
2013-08-27,Recargas,Línea 3,1095961.3
2013-08-27,Recargas,Línea 4,121673.5
2013-08-27,Recargas,Línea 5,268781
2013-08-27,Recargas,Línea 6,227447
2013-08-27,Recargas,Línea 7,572624
2013-08-27,Recargas,Línea 8,558886
2013-08-27,Recargas,Línea 9,496027
2013-08-27,Recargas,Línea A,312181
2013-08-27,Recargas,Línea B,540156.5
2013-08-27,Recargas,Línea 12,1072314
2013-08-27,Tarjetas,Línea 1,0
2013-08-27,Tarjetas,Línea 2,0
2013-08-27,Tarjetas,Línea 3,0
2013-08-27,Tarjetas,Línea 4,0
2013-08-27,Tarjetas,Línea 5,0
2013-08-27,Tarjetas,Línea 6,0
2013-08-27,Tarjetas,Línea 7,0
2013-08-27,Tarjetas,Línea 8,0
2013-08-27,Tarjetas,Línea 9,0
2013-08-27,Tarjetas,Línea A,0
2013-08-27,Tarjetas,Línea B,0
2013-08-27,Tarjetas,Línea 12,40230
2013-08-28,Boletos,Línea 1,1193286
2013-08-28,Boletos,Línea 2,1185999
2013-08-28,Boletos,Línea 3,1059180
2013-08-28,Boletos,Línea 4,167955
2013-08-28,Boletos,Línea 5,389550
2013-08-28,Boletos,Línea 6,249450
2013-08-28,Boletos,Línea 7,406440
2013-08-28,Boletos,Línea 8,613260
2013-08-28,Boletos,Línea 9,457590
2013-08-28,Boletos,Línea A,503400
2013-08-28,Boletos,Línea B,817305
2013-08-28,Boletos,Línea 12,0
2013-08-28,Recargas,Línea 1,873768.5
2013-08-28,Recargas,Línea 2,1211934
2013-08-28,Recargas,Línea 3,1018663
2013-08-28,Recargas,Línea 4,113648
2013-08-28,Recargas,Línea 5,235059
2013-08-28,Recargas,Línea 6,202502
2013-08-28,Recargas,Línea 7,486413
2013-08-28,Recargas,Línea 8,509736
2013-08-28,Recargas,Línea 9,446010
2013-08-28,Recargas,Línea A,299245.6
2013-08-28,Recargas,Línea B,531527
2013-08-28,Recargas,Línea 12,1029285
2013-08-28,Tarjetas,Línea 1,0
2013-08-28,Tarjetas,Línea 2,0
2013-08-28,Tarjetas,Línea 3,0
2013-08-28,Tarjetas,Línea 4,0
2013-08-28,Tarjetas,Línea 5,0
2013-08-28,Tarjetas,Línea 6,290
2013-08-28,Tarjetas,Línea 7,0
2013-08-28,Tarjetas,Línea 8,0
2013-08-28,Tarjetas,Línea 9,0
2013-08-28,Tarjetas,Línea A,0
2013-08-28,Tarjetas,Línea B,0
2013-08-28,Tarjetas,Línea 12,37610
2013-08-29,Boletos,Línea 1,1178604
2013-08-29,Boletos,Línea 2,1146981
2013-08-29,Boletos,Línea 3,1021515
2013-08-29,Boletos,Línea 4,166215
2013-08-29,Boletos,Línea 5,388965
2013-08-29,Boletos,Línea 6,252210
2013-08-29,Boletos,Línea 7,408750
2013-08-29,Boletos,Línea 8,611085
2013-08-29,Boletos,Línea 9,446940
2013-08-29,Boletos,Línea A,472470
2013-08-29,Boletos,Línea B,786930
2013-08-29,Boletos,Línea 12,0
2013-08-29,Recargas,Línea 1,939552
2013-08-29,Recargas,Línea 2,1243911
2013-08-29,Recargas,Línea 3,1063975
2013-08-29,Recargas,Línea 4,113475
2013-08-29,Recargas,Línea 5,239942
2013-08-29,Recargas,Línea 6,211540
2013-08-29,Recargas,Línea 7,528060
2013-08-29,Recargas,Línea 8,554413
2013-08-29,Recargas,Línea 9,463910
2013-08-29,Recargas,Línea A,296849
2013-08-29,Recargas,Línea B,530351.1
2013-08-29,Recargas,Línea 12,1034677
2013-08-29,Tarjetas,Línea 1,0
2013-08-29,Tarjetas,Línea 2,0
2013-08-29,Tarjetas,Línea 3,0
2013-08-29,Tarjetas,Línea 4,0
2013-08-29,Tarjetas,Línea 5,0
2013-08-29,Tarjetas,Línea 6,300
2013-08-29,Tarjetas,Línea 7,0
2013-08-29,Tarjetas,Línea 8,0
2013-08-29,Tarjetas,Línea 9,0
2013-08-29,Tarjetas,Línea A,0
2013-08-29,Tarjetas,Línea B,0
2013-08-29,Tarjetas,Línea 12,36280
2013-08-30,Boletos,Línea 1,1281375
2013-08-30,Boletos,Línea 2,1259940
2013-08-30,Boletos,Línea 3,1102680
2013-08-30,Boletos,Línea 4,178710
2013-08-30,Boletos,Línea 5,422805
2013-08-30,Boletos,Línea 6,281430
2013-08-30,Boletos,Línea 7,450180
2013-08-30,Boletos,Línea 8,657555
2013-08-30,Boletos,Línea 9,483180
2013-08-30,Boletos,Línea A,517110
2013-08-30,Boletos,Línea B,865815
2013-08-30,Boletos,Línea 12,0
2013-08-30,Recargas,Línea 1,1144979.5
2013-08-30,Recargas,Línea 2,1486332.5
2013-08-30,Recargas,Línea 3,1224338.2
2013-08-30,Recargas,Línea 4,145675.5
2013-08-30,Recargas,Línea 5,309988.5
2013-08-30,Recargas,Línea 6,264103.3
2013-08-30,Recargas,Línea 7,675212.5
2013-08-30,Recargas,Línea 8,677992
2013-08-30,Recargas,Línea 9,560257
2013-08-30,Recargas,Línea A,356485
2013-08-30,Recargas,Línea B,635606
2013-08-30,Recargas,Línea 12,1253469
2013-08-30,Tarjetas,Línea 1,0
2013-08-30,Tarjetas,Línea 2,0
2013-08-30,Tarjetas,Línea 3,0
2013-08-30,Tarjetas,Línea 4,0
2013-08-30,Tarjetas,Línea 5,0
2013-08-30,Tarjetas,Línea 6,200
2013-08-30,Tarjetas,Línea 7,0
2013-08-30,Tarjetas,Línea 8,0
2013-08-30,Tarjetas,Línea 9,0
2013-08-30,Tarjetas,Línea A,0
2013-08-30,Tarjetas,Línea B,0
2013-08-30,Tarjetas,Línea 12,43100
2013-08-31,Boletos,Línea 1,1354320
2013-08-31,Boletos,Línea 2,1271799
2013-08-31,Boletos,Línea 3,985212
2013-08-31,Boletos,Línea 4,169155
2013-08-31,Boletos,Línea 5,385380
2013-08-31,Boletos,Línea 6,209100
2013-08-31,Boletos,Línea 7,390630
2013-08-31,Boletos,Línea 8,612660
2013-08-31,Boletos,Línea 9,442545
2013-08-31,Boletos,Línea A,462630
2013-08-31,Boletos,Línea B,877335
2013-08-31,Boletos,Línea 12,0
2013-08-31,Recargas,Línea 1,935598.5
2013-08-31,Recargas,Línea 2,1224767.1
2013-08-31,Recargas,Línea 3,974357.8
2013-08-31,Recargas,Línea 4,125050.5
2013-08-31,Recargas,Línea 5,260037
2013-08-31,Recargas,Línea 6,189006
2013-08-31,Recargas,Línea 7,490276
2013-08-31,Recargas,Línea 8,598172.3
2013-08-31,Recargas,Línea 9,453867
2013-08-31,Recargas,Línea A,310450
2013-08-31,Recargas,Línea B,619033
2013-08-31,Recargas,Línea 12,982335
2013-08-31,Tarjetas,Línea 1,0
2013-08-31,Tarjetas,Línea 2,0
2013-08-31,Tarjetas,Línea 3,0
2013-08-31,Tarjetas,Línea 4,0
2013-08-31,Tarjetas,Línea 5,0
2013-08-31,Tarjetas,Línea 6,0
2013-08-31,Tarjetas,Línea 7,0
2013-08-31,Tarjetas,Línea 8,0
2013-08-31,Tarjetas,Línea 9,0
2013-08-31,Tarjetas,Línea A,0
2013-08-31,Tarjetas,Línea B,0
2013-08-31,Tarjetas,Línea 12,40480
2013-09-01,Boletos,Línea 1,935790
2013-09-01,Boletos,Línea 2,843531
2013-09-01,Boletos,Línea 3,638508
2013-09-01,Boletos,Línea 4,78210
2013-09-01,Boletos,Línea 5,265605
2013-09-01,Boletos,Línea 6,127905
2013-09-01,Boletos,Línea 7,228000
2013-09-01,Boletos,Línea 8,420105
2013-09-01,Boletos,Línea 9,286455
2013-09-01,Boletos,Línea A,337080
2013-09-01,Boletos,Línea B,633345
2013-09-01,Boletos,Línea 12,0
2013-09-01,Recargas,Línea 1,528275.8
2013-09-01,Recargas,Línea 2,681264
2013-09-01,Recargas,Línea 3,573511
2013-09-01,Recargas,Línea 4,50336
2013-09-01,Recargas,Línea 5,160817
2013-09-01,Recargas,Línea 6,94263
2013-09-01,Recargas,Línea 7,218952
2013-09-01,Recargas,Línea 8,340028
2013-09-01,Recargas,Línea 9,256286
2013-09-01,Recargas,Línea A,188294
2013-09-01,Recargas,Línea B,412022
2013-09-01,Recargas,Línea 12,556215.5
2013-09-01,Tarjetas,Línea 1,0
2013-09-01,Tarjetas,Línea 2,0
2013-09-01,Tarjetas,Línea 3,0
2013-09-01,Tarjetas,Línea 4,0
2013-09-01,Tarjetas,Línea 5,0
2013-09-01,Tarjetas,Línea 6,0
2013-09-01,Tarjetas,Línea 7,0
2013-09-01,Tarjetas,Línea 8,0
2013-09-01,Tarjetas,Línea 9,0
2013-09-01,Tarjetas,Línea A,0
2013-09-01,Tarjetas,Línea B,0
2013-09-01,Tarjetas,Línea 12,26870
2013-09-02,Boletos,Línea 1,1362957
2013-09-02,Boletos,Línea 2,1283541
2013-09-02,Boletos,Línea 3,1211340
2013-09-02,Boletos,Línea 4,191790
2013-09-02,Boletos,Línea 5,475335
2013-09-02,Boletos,Línea 6,313380
2013-09-02,Boletos,Línea 7,479100
2013-09-02,Boletos,Línea 8,687735
2013-09-02,Boletos,Línea 9,519780
2013-09-02,Boletos,Línea A,585135
2013-09-02,Boletos,Línea B,955665
2013-09-02,Boletos,Línea 12,0
2013-09-02,Recargas,Línea 1,1315150.8
2013-09-02,Recargas,Línea 2,1809386
2013-09-02,Recargas,Línea 3,1555359.5
2013-09-02,Recargas,Línea 4,198115
2013-09-02,Recargas,Línea 5,420829
2013-09-02,Recargas,Línea 6,378268.3
2013-09-02,Recargas,Línea 7,825366.3
2013-09-02,Recargas,Línea 8,834850.3
2013-09-02,Recargas,Línea 9,669403.3
2013-09-02,Recargas,Línea A,491948
2013-09-02,Recargas,Línea B,884472
2013-09-02,Recargas,Línea 12,1533498.5
2013-09-02,Tarjetas,Línea 1,0
2013-09-02,Tarjetas,Línea 2,0
2013-09-02,Tarjetas,Línea 3,0
2013-09-02,Tarjetas,Línea 4,0
2013-09-02,Tarjetas,Línea 5,0
2013-09-02,Tarjetas,Línea 6,0
2013-09-02,Tarjetas,Línea 7,0
2013-09-02,Tarjetas,Línea 8,0
2013-09-02,Tarjetas,Línea 9,0
2013-09-02,Tarjetas,Línea A,0
2013-09-02,Tarjetas,Línea B,0
2013-09-02,Tarjetas,Línea 12,48440
2013-09-03,Boletos,Línea 1,1194291
2013-09-03,Boletos,Línea 2,1084524
2013-09-03,Boletos,Línea 3,1066992
2013-09-03,Boletos,Línea 4,175860
2013-09-03,Boletos,Línea 5,406110
2013-09-03,Boletos,Línea 6,268440
2013-09-03,Boletos,Línea 7,424380
2013-09-03,Boletos,Línea 8,596835
2013-09-03,Boletos,Línea 9,454680
2013-09-03,Boletos,Línea A,501615
2013-09-03,Boletos,Línea B,808275
2013-09-03,Boletos,Línea 12,0
2013-09-03,Recargas,Línea 1,1020941
2013-09-03,Recargas,Línea 2,1261373
2013-09-03,Recargas,Línea 3,1206703.3
2013-09-03,Recargas,Línea 4,139213.5
2013-09-03,Recargas,Línea 5,297142
2013-09-03,Recargas,Línea 6,258579
2013-09-03,Recargas,Línea 7,635149
2013-09-03,Recargas,Línea 8,612473.8
2013-09-03,Recargas,Línea 9,519565
2013-09-03,Recargas,Línea A,349942
2013-09-03,Recargas,Línea B,631460.5
2013-09-03,Recargas,Línea 12,1161452
2013-09-03,Tarjetas,Línea 1,0
2013-09-03,Tarjetas,Línea 2,0
2013-09-03,Tarjetas,Línea 3,0
2013-09-03,Tarjetas,Línea 4,0
2013-09-03,Tarjetas,Línea 5,0
2013-09-03,Tarjetas,Línea 6,0
2013-09-03,Tarjetas,Línea 7,0
2013-09-03,Tarjetas,Línea 8,0
2013-09-03,Tarjetas,Línea 9,0
2013-09-03,Tarjetas,Línea A,0
2013-09-03,Tarjetas,Línea B,0
2013-09-03,Tarjetas,Línea 12,43480
2013-09-04,Boletos,Línea 1,1179927
2013-09-04,Boletos,Línea 2,1168095
2013-09-04,Boletos,Línea 3,1031568
2013-09-04,Boletos,Línea 4,164295
2013-09-04,Boletos,Línea 5,390930
2013-09-04,Boletos,Línea 6,250785
2013-09-04,Boletos,Línea 7,427005
2013-09-04,Boletos,Línea 8,599730
2013-09-04,Boletos,Línea 9,447930
2013-09-04,Boletos,Línea A,501210
2013-09-04,Boletos,Línea B,800430
2013-09-04,Boletos,Línea 12,0
2013-09-04,Recargas,Línea 1,897437.6
2013-09-04,Recargas,Línea 2,1215612
2013-09-04,Recargas,Línea 3,1033203.3
2013-09-04,Recargas,Línea 4,109068.5
2013-09-04,Recargas,Línea 5,239243.5
2013-09-04,Recargas,Línea 6,210602
2013-09-04,Recargas,Línea 7,549573.5
2013-09-04,Recargas,Línea 8,532216.3
2013-09-04,Recargas,Línea 9,461697
2013-09-04,Recargas,Línea A,290925
2013-09-04,Recargas,Línea B,530613
2013-09-04,Recargas,Línea 12,1027089
2013-09-04,Tarjetas,Línea 1,0
2013-09-04,Tarjetas,Línea 2,0
2013-09-04,Tarjetas,Línea 3,0
2013-09-04,Tarjetas,Línea 4,0
2013-09-04,Tarjetas,Línea 5,0
2013-09-04,Tarjetas,Línea 6,0
2013-09-04,Tarjetas,Línea 7,0
2013-09-04,Tarjetas,Línea 8,0
2013-09-04,Tarjetas,Línea 9,0
2013-09-04,Tarjetas,Línea A,0
2013-09-04,Tarjetas,Línea B,0
2013-09-04,Tarjetas,Línea 12,42760
2013-09-05,Boletos,Línea 1,1132050
2013-09-05,Boletos,Línea 2,1119390
2013-09-05,Boletos,Línea 3,1020390
2013-09-05,Boletos,Línea 4,170565
2013-09-05,Boletos,Línea 5,389850
2013-09-05,Boletos,Línea 6,251865
2013-09-05,Boletos,Línea 7,412440
2013-09-05,Boletos,Línea 8,597765
2013-09-05,Boletos,Línea 9,450570
2013-09-05,Boletos,Línea A,492150
2013-09-05,Boletos,Línea B,808440
2013-09-05,Boletos,Línea 12,0
2013-09-05,Recargas,Línea 1,796676
2013-09-05,Recargas,Línea 2,1142671.7
2013-09-05,Recargas,Línea 3,993390
2013-09-05,Recargas,Línea 4,109653
2013-09-05,Recargas,Línea 5,218684
2013-09-05,Recargas,Línea 6,193851.5
2013-09-05,Recargas,Línea 7,502595.5
2013-09-05,Recargas,Línea 8,509484
2013-09-05,Recargas,Línea 9,431002
2013-09-05,Recargas,Línea A,295430
2013-09-05,Recargas,Línea B,516178.5
2013-09-05,Recargas,Línea 12,997837
2013-09-05,Tarjetas,Línea 1,0
2013-09-05,Tarjetas,Línea 2,0
2013-09-05,Tarjetas,Línea 3,0
2013-09-05,Tarjetas,Línea 4,0
2013-09-05,Tarjetas,Línea 5,0
2013-09-05,Tarjetas,Línea 6,0
2013-09-05,Tarjetas,Línea 7,0
2013-09-05,Tarjetas,Línea 8,0
2013-09-05,Tarjetas,Línea 9,0
2013-09-05,Tarjetas,Línea A,0
2013-09-05,Tarjetas,Línea B,0
2013-09-05,Tarjetas,Línea 12,40020
2013-09-06,Boletos,Línea 1,1237890
2013-09-06,Boletos,Línea 2,1179495
2013-09-06,Boletos,Línea 3,1055769
2013-09-06,Boletos,Línea 4,176475
2013-09-06,Boletos,Línea 5,419280
2013-09-06,Boletos,Línea 6,269595
2013-09-06,Boletos,Línea 7,430050
2013-09-06,Boletos,Línea 8,620685
2013-09-06,Boletos,Línea 9,466470
2013-09-06,Boletos,Línea A,463155
2013-09-06,Boletos,Línea B,833550
2013-09-06,Boletos,Línea 12,0
2013-09-06,Recargas,Línea 1,853469.5
2013-09-06,Recargas,Línea 2,1175368.5
2013-09-06,Recargas,Línea 3,965810
2013-09-06,Recargas,Línea 4,126002
2013-09-06,Recargas,Línea 5,248164
2013-09-06,Recargas,Línea 6,214419
2013-09-06,Recargas,Línea 7,511041.3
2013-09-06,Recargas,Línea 8,528568
2013-09-06,Recargas,Línea 9,436496
2013-09-06,Recargas,Línea A,223549
2013-09-06,Recargas,Línea B,521132.5
2013-09-06,Recargas,Línea 12,1050002
2013-09-06,Tarjetas,Línea 1,0
2013-09-06,Tarjetas,Línea 2,0
2013-09-06,Tarjetas,Línea 3,0
2013-09-06,Tarjetas,Línea 4,0
2013-09-06,Tarjetas,Línea 5,0
2013-09-06,Tarjetas,Línea 6,0
2013-09-06,Tarjetas,Línea 7,0
2013-09-06,Tarjetas,Línea 8,0
2013-09-06,Tarjetas,Línea 9,0
2013-09-06,Tarjetas,Línea A,0
2013-09-06,Tarjetas,Línea B,0
2013-09-06,Tarjetas,Línea 12,51200
2013-09-07,Boletos,Línea 1,1261335
2013-09-07,Boletos,Línea 2,1186197
2013-09-07,Boletos,Línea 3,928806
2013-09-07,Boletos,Línea 4,160215
2013-09-07,Boletos,Línea 5,357780
2013-09-07,Boletos,Línea 6,202455
2013-09-07,Boletos,Línea 7,367290
2013-09-07,Boletos,Línea 8,581145
2013-09-07,Boletos,Línea 9,413370
2013-09-07,Boletos,Línea A,200985
2013-09-07,Boletos,Línea B,834600
2013-09-07,Boletos,Línea 12,0
2013-09-07,Recargas,Línea 1,783264
2013-09-07,Recargas,Línea 2,1039344.4
2013-09-07,Recargas,Línea 3,808549
2013-09-07,Recargas,Línea 4,107071.5
2013-09-07,Recargas,Línea 5,214624
2013-09-07,Recargas,Línea 6,152082
2013-09-07,Recargas,Línea 7,378184
2013-09-07,Recargas,Línea 8,508036
2013-09-07,Recargas,Línea 9,361575.5
2013-09-07,Recargas,Línea A,144137
2013-09-07,Recargas,Línea B,518303
2013-09-07,Recargas,Línea 12,863094.5
2013-09-07,Tarjetas,Línea 1,0
2013-09-07,Tarjetas,Línea 2,0
2013-09-07,Tarjetas,Línea 3,0
2013-09-07,Tarjetas,Línea 4,0
2013-09-07,Tarjetas,Línea 5,0
2013-09-07,Tarjetas,Línea 6,0
2013-09-07,Tarjetas,Línea 7,0
2013-09-07,Tarjetas,Línea 8,0
2013-09-07,Tarjetas,Línea 9,0
2013-09-07,Tarjetas,Línea A,0
2013-09-07,Tarjetas,Línea B,0
2013-09-07,Tarjetas,Línea 12,40350
2013-09-08,Boletos,Línea 1,893085
2013-09-08,Boletos,Línea 2,808758
2013-09-08,Boletos,Línea 3,633090
2013-09-08,Boletos,Línea 4,101385
2013-09-08,Boletos,Línea 5,250665
2013-09-08,Boletos,Línea 6,126675
2013-09-08,Boletos,Línea 7,221400
2013-09-08,Boletos,Línea 8,403620
2013-09-08,Boletos,Línea 9,253230
2013-09-08,Boletos,Línea A,271320
2013-09-08,Boletos,Línea B,585630
2013-09-08,Boletos,Línea 12,0
2013-09-08,Recargas,Línea 1,469677
2013-09-08,Recargas,Línea 2,587563.2
2013-09-08,Recargas,Línea 3,490025
2013-09-08,Recargas,Línea 4,57163
2013-09-08,Recargas,Línea 5,131507
2013-09-08,Recargas,Línea 6,78026
2013-09-08,Recargas,Línea 7,192299
2013-09-08,Recargas,Línea 8,298372
2013-09-08,Recargas,Línea 9,214658
2013-09-08,Recargas,Línea A,138973.5
2013-09-08,Recargas,Línea B,334591.15
2013-09-08,Recargas,Línea 12,505810
2013-09-08,Tarjetas,Línea 1,0
2013-09-08,Tarjetas,Línea 2,0
2013-09-08,Tarjetas,Línea 3,0
2013-09-08,Tarjetas,Línea 4,0
2013-09-08,Tarjetas,Línea 5,0
2013-09-08,Tarjetas,Línea 6,0
2013-09-08,Tarjetas,Línea 7,0
2013-09-08,Tarjetas,Línea 8,0
2013-09-08,Tarjetas,Línea 9,0
2013-09-08,Tarjetas,Línea A,0
2013-09-08,Tarjetas,Línea B,0
2013-09-08,Tarjetas,Línea 12,27460
2013-09-09,Boletos,Línea 1,1300080
2013-09-09,Boletos,Línea 2,1223730
2013-09-09,Boletos,Línea 3,1152135
2013-09-09,Boletos,Línea 4,190965
2013-09-09,Boletos,Línea 5,459675
2013-09-09,Boletos,Línea 6,305520
2013-09-09,Boletos,Línea 7,474165
2013-09-09,Boletos,Línea 8,655095
2013-09-09,Boletos,Línea 9,495900
2013-09-09,Boletos,Línea A,546060
2013-09-09,Boletos,Línea B,922185
2013-09-09,Boletos,Línea 12,0
2013-09-09,Recargas,Línea 1,1084696
2013-09-09,Recargas,Línea 2,1528465.5
2013-09-09,Recargas,Línea 3,1339226.5
2013-09-09,Recargas,Línea 4,162315
2013-09-09,Recargas,Línea 5,365340
2013-09-09,Recargas,Línea 6,312158
2013-09-09,Recargas,Línea 7,686858
2013-09-09,Recargas,Línea 8,709078.8
2013-09-09,Recargas,Línea 9,573944
2013-09-09,Recargas,Línea A,428432
2013-09-09,Recargas,Línea B,762163.3
2013-09-09,Recargas,Línea 12,1367501
2013-09-09,Tarjetas,Línea 1,0
2013-09-09,Tarjetas,Línea 2,0
2013-09-09,Tarjetas,Línea 3,0
2013-09-09,Tarjetas,Línea 4,0
2013-09-09,Tarjetas,Línea 5,0
2013-09-09,Tarjetas,Línea 6,0
2013-09-09,Tarjetas,Línea 7,0
2013-09-09,Tarjetas,Línea 8,0
2013-09-09,Tarjetas,Línea 9,0
2013-09-09,Tarjetas,Línea A,0
2013-09-09,Tarjetas,Línea B,0
2013-09-09,Tarjetas,Línea 12,47270
2013-09-10,Boletos,Línea 1,1174080
2013-09-10,Boletos,Línea 2,1156755
2013-09-10,Boletos,Línea 3,1042191
2013-09-10,Boletos,Línea 4,170025
2013-09-10,Boletos,Línea 5,396930
2013-09-10,Boletos,Línea 6,258900
2013-09-10,Boletos,Línea 7,424680
2013-09-10,Boletos,Línea 8,597600
2013-09-10,Boletos,Línea 9,457260
2013-09-10,Boletos,Línea A,481470
2013-09-10,Boletos,Línea B,785055
2013-09-10,Boletos,Línea 12,0
2013-09-10,Recargas,Línea 1,928673.5
2013-09-10,Recargas,Línea 2,1279713.5
2013-09-10,Recargas,Línea 3,1126969
2013-09-10,Recargas,Línea 4,128089.5
2013-09-10,Recargas,Línea 5,266696.5
2013-09-10,Recargas,Línea 6,236056
2013-09-10,Recargas,Línea 7,583780
2013-09-10,Recargas,Línea 8,566084.2
2013-09-10,Recargas,Línea 9,493918
2013-09-10,Recargas,Línea A,315678
2013-09-10,Recargas,Línea B,567744
2013-09-10,Recargas,Línea 12,1115733.3
2013-09-10,Tarjetas,Línea 1,0
2013-09-10,Tarjetas,Línea 2,0
2013-09-10,Tarjetas,Línea 3,0
2013-09-10,Tarjetas,Línea 4,0
2013-09-10,Tarjetas,Línea 5,0
2013-09-10,Tarjetas,Línea 6,0
2013-09-10,Tarjetas,Línea 7,0
2013-09-10,Tarjetas,Línea 8,0
2013-09-10,Tarjetas,Línea 9,0
2013-09-10,Tarjetas,Línea A,0
2013-09-10,Tarjetas,Línea B,0
2013-09-10,Tarjetas,Línea 12,40740
2013-09-11,Boletos,Línea 1,1193355
2013-09-11,Boletos,Línea 2,1153176
2013-09-11,Boletos,Línea 3,1022742
2013-09-11,Boletos,Línea 4,171120
2013-09-11,Boletos,Línea 5,388125
2013-09-11,Boletos,Línea 6,251265
2013-09-11,Boletos,Línea 7,408990
2013-09-11,Boletos,Línea 8,599625
