fecha,tipo_ingreso,linea,ingreso
2017-06-30,Boletos,Línea 9,707750
2017-06-30,Boletos,Línea A,647250
2017-06-30,Boletos,Línea B,1188100
2017-06-30,Boletos,Línea 12,0
2017-06-30,Recargas,Línea 1,1490419
2017-06-30,Recargas,Línea 2,1903376
2017-06-30,Recargas,Línea 3,1638248
2017-06-30,Recargas,Línea 4,219011
2017-06-30,Recargas,Línea 5,344940
2017-06-30,Recargas,Línea 6,338623
2017-06-30,Recargas,Línea 7,1017687
2017-06-30,Recargas,Línea 8,881242
2017-06-30,Recargas,Línea 9,727907
2017-06-30,Recargas,Línea A,371340
2017-06-30,Recargas,Línea B,877514
2017-06-30,Recargas,Línea 12,2030185
2017-06-30,Tarjetas,Línea 1,0
2017-06-30,Tarjetas,Línea 2,200
2017-06-30,Tarjetas,Línea 3,1130
2017-06-30,Tarjetas,Línea 4,1320
2017-06-30,Tarjetas,Línea 5,1060
2017-06-30,Tarjetas,Línea 6,1930
2017-06-30,Tarjetas,Línea 7,5070
2017-06-30,Tarjetas,Línea 8,260
2017-06-30,Tarjetas,Línea 9,30
2017-06-30,Tarjetas,Línea A,40
2017-06-30,Tarjetas,Línea B,390
2017-06-30,Tarjetas,Línea 12,42040
2017-07-01,Boletos,Línea 1,1790525
2017-07-01,Boletos,Línea 2,1769200
2017-07-01,Boletos,Línea 3,1365920
2017-07-01,Boletos,Línea 4,235645
2017-07-01,Boletos,Línea 5,535325
2017-07-01,Boletos,Línea 6,272700
2017-07-01,Boletos,Línea 7,602975
2017-07-01,Boletos,Línea 8,930425
2017-07-01,Boletos,Línea 9,634775
2017-07-01,Boletos,Línea A,597500
2017-07-01,Boletos,Línea B,1226525
2017-07-01,Boletos,Línea 12,0
2017-07-01,Recargas,Línea 1,1120954
2017-07-01,Recargas,Línea 2,1523916
2017-07-01,Recargas,Línea 3,1283716
2017-07-01,Recargas,Línea 4,172017
2017-07-01,Recargas,Línea 5,317313
2017-07-01,Recargas,Línea 6,226705
2017-07-01,Recargas,Línea 7,671899
2017-07-01,Recargas,Línea 8,757413
2017-07-01,Recargas,Línea 9,591003
2017-07-01,Recargas,Línea A,320282
2017-07-01,Recargas,Línea B,802115
2017-07-01,Recargas,Línea 12,1602614
2017-07-01,Tarjetas,Línea 1,0
2017-07-01,Tarjetas,Línea 2,250
2017-07-01,Tarjetas,Línea 3,570
2017-07-01,Tarjetas,Línea 4,670
2017-07-01,Tarjetas,Línea 5,620
2017-07-01,Tarjetas,Línea 6,1070
2017-07-01,Tarjetas,Línea 7,1010
2017-07-01,Tarjetas,Línea 8,4410
2017-07-01,Tarjetas,Línea 9,3420
2017-07-01,Tarjetas,Línea A,0
2017-07-01,Tarjetas,Línea B,410
2017-07-01,Tarjetas,Línea 12,41830
2017-07-02,Boletos,Línea 1,1202455
2017-07-02,Boletos,Línea 2,1094225
2017-07-02,Boletos,Línea 3,853540
2017-07-02,Boletos,Línea 4,146555
2017-07-02,Boletos,Línea 5,369150
2017-07-02,Boletos,Línea 6,175150
2017-07-02,Boletos,Línea 7,345275
2017-07-02,Boletos,Línea 8,579275
2017-07-02,Boletos,Línea 9,363200
2017-07-02,Boletos,Línea A,405650
2017-07-02,Boletos,Línea B,828575
2017-07-02,Boletos,Línea 12,0
2017-07-02,Recargas,Línea 1,623280
2017-07-02,Recargas,Línea 2,770735
2017-07-02,Recargas,Línea 3,699679
2017-07-02,Recargas,Línea 4,83558
2017-07-02,Recargas,Línea 5,194397
2017-07-02,Recargas,Línea 6,121428
2017-07-02,Recargas,Línea 7,306476
2017-07-02,Recargas,Línea 8,383179
2017-07-02,Recargas,Línea 9,285306
2017-07-02,Recargas,Línea A,182571
2017-07-02,Recargas,Línea B,501085
2017-07-02,Recargas,Línea 12,901205
2017-07-02,Tarjetas,Línea 1,0
2017-07-02,Tarjetas,Línea 2,290
2017-07-02,Tarjetas,Línea 3,230
2017-07-02,Tarjetas,Línea 4,410
2017-07-02,Tarjetas,Línea 5,170
2017-07-02,Tarjetas,Línea 6,270
2017-07-02,Tarjetas,Línea 7,150
2017-07-02,Tarjetas,Línea 8,2180
2017-07-02,Tarjetas,Línea 9,780
2017-07-02,Tarjetas,Línea A,1020
2017-07-02,Tarjetas,Línea B,3280
2017-07-02,Tarjetas,Línea 12,30240
2017-07-03,Boletos,Línea 1,1792370
2017-07-03,Boletos,Línea 2,1740725
2017-07-03,Boletos,Línea 3,1475655
2017-07-03,Boletos,Línea 4,253400
2017-07-03,Boletos,Línea 5,584275
2017-07-03,Boletos,Línea 6,370675
2017-07-03,Boletos,Línea 7,720000
2017-07-03,Boletos,Línea 8,998400
2017-07-03,Boletos,Línea 9,702225
2017-07-03,Boletos,Línea A,662975
2017-07-03,Boletos,Línea B,1187475
2017-07-03,Boletos,Línea 12,0
2017-07-03,Recargas,Línea 1,1581084
2017-07-03,Recargas,Línea 2,2128794
2017-07-03,Recargas,Línea 3,1911868
2017-07-03,Recargas,Línea 4,272949
2017-07-03,Recargas,Línea 5,457056
2017-07-03,Recargas,Línea 6,419041
2017-07-03,Recargas,Línea 7,1188507
2017-07-03,Recargas,Línea 8,1026078
2017-07-03,Recargas,Línea 9,843179
2017-07-03,Recargas,Línea A,473099
2017-07-03,Recargas,Línea B,1088336
2017-07-03,Recargas,Línea 12,2267012
2017-07-03,Tarjetas,Línea 1,8510
2017-07-03,Tarjetas,Línea 2,270
2017-07-03,Tarjetas,Línea 3,640
2017-07-03,Tarjetas,Línea 4,590
2017-07-03,Tarjetas,Línea 5,270
2017-07-03,Tarjetas,Línea 6,370
2017-07-03,Tarjetas,Línea 7,80
2017-07-03,Tarjetas,Línea 8,1880
2017-07-03,Tarjetas,Línea 9,850
2017-07-03,Tarjetas,Línea A,1490
2017-07-03,Tarjetas,Línea B,3690
2017-07-03,Tarjetas,Línea 12,45670
2017-07-04,Boletos,Línea 1,1570100
2017-07-04,Boletos,Línea 2,1560925
2017-07-04,Boletos,Línea 3,1299900
2017-07-04,Boletos,Línea 4,221325
2017-07-04,Boletos,Línea 5,504950
2017-07-04,Boletos,Línea 6,313675
2017-07-04,Boletos,Línea 7,631575
2017-07-04,Boletos,Línea 8,885100
2017-07-04,Boletos,Línea 9,616175
2017-07-04,Boletos,Línea A,576275
2017-07-04,Boletos,Línea B,981600
2017-07-04,Boletos,Línea 12,0
2017-07-04,Recargas,Línea 1,1247681
2017-07-04,Recargas,Línea 2,1631494
2017-07-04,Recargas,Línea 3,1419173
2017-07-04,Recargas,Línea 4,181327
2017-07-04,Recargas,Línea 5,331020
2017-07-04,Recargas,Línea 6,284275
2017-07-04,Recargas,Línea 7,882757
2017-07-04,Recargas,Línea 8,764652
2017-07-04,Recargas,Línea 9,620904
2017-07-04,Recargas,Línea A,321774
2017-07-04,Recargas,Línea B,766363
2017-07-04,Recargas,Línea 12,1727455
2017-07-04,Tarjetas,Línea 1,1000
2017-07-04,Tarjetas,Línea 2,11530
2017-07-04,Tarjetas,Línea 3,410
2017-07-04,Tarjetas,Línea 4,390
2017-07-04,Tarjetas,Línea 5,70
2017-07-04,Tarjetas,Línea 6,140
2017-07-04,Tarjetas,Línea 7,0
2017-07-04,Tarjetas,Línea 8,580
2017-07-04,Tarjetas,Línea 9,90
2017-07-04,Tarjetas,Línea A,460
2017-07-04,Tarjetas,Línea B,1210
2017-07-04,Tarjetas,Línea 12,39190
2017-07-05,Boletos,Línea 1,1586075
2017-07-05,Boletos,Línea 2,1581100
2017-07-05,Boletos,Línea 3,1291210
2017-07-05,Boletos,Línea 4,226350
2017-07-05,Boletos,Línea 5,491625
2017-07-05,Boletos,Línea 6,308750
2017-07-05,Boletos,Línea 7,621550
2017-07-05,Boletos,Línea 8,913525
2017-07-05,Boletos,Línea 9,628700
2017-07-05,Boletos,Línea A,587875
2017-07-05,Boletos,Línea B,1040425
2017-07-05,Boletos,Línea 12,0
2017-07-05,Recargas,Línea 1,1165764
2017-07-05,Recargas,Línea 2,1539473
2017-07-05,Recargas,Línea 3,1346772
2017-07-05,Recargas,Línea 4,169919
2017-07-05,Recargas,Línea 5,298631
2017-07-05,Recargas,Línea 6,271837
2017-07-05,Recargas,Línea 7,797737
2017-07-05,Recargas,Línea 8,700851
2017-07-05,Recargas,Línea 9,583406
2017-07-05,Recargas,Línea A,288757
2017-07-05,Recargas,Línea B,714095
2017-07-05,Recargas,Línea 12,1642709
2017-07-05,Tarjetas,Línea 1,300
2017-07-05,Tarjetas,Línea 2,1670
2017-07-05,Tarjetas,Línea 3,7720
2017-07-05,Tarjetas,Línea 4,190
2017-07-05,Tarjetas,Línea 5,10
2017-07-05,Tarjetas,Línea 6,190
2017-07-05,Tarjetas,Línea 7,0
2017-07-05,Tarjetas,Línea 8,470
2017-07-05,Tarjetas,Línea 9,20
2017-07-05,Tarjetas,Línea A,370
2017-07-05,Tarjetas,Línea B,590
2017-07-05,Tarjetas,Línea 12,37170
2017-07-06,Boletos,Línea 1,1573375
2017-07-06,Boletos,Línea 2,1583075
2017-07-06,Boletos,Línea 3,1283425
2017-07-06,Boletos,Línea 4,231750
2017-07-06,Boletos,Línea 5,496600
2017-07-06,Boletos,Línea 6,304375
2017-07-06,Boletos,Línea 7,628825
2017-07-06,Boletos,Línea 8,891950
2017-07-06,Boletos,Línea 9,624500
2017-07-06,Boletos,Línea A,557300
2017-07-06,Boletos,Línea B,1026800
2017-07-06,Boletos,Línea 12,0
2017-07-06,Recargas,Línea 1,1122353
2017-07-06,Recargas,Línea 2,1477841
2017-07-06,Recargas,Línea 3,1323645
2017-07-06,Recargas,Línea 4,150698
2017-07-06,Recargas,Línea 5,292587
2017-07-06,Recargas,Línea 6,266167
2017-07-06,Recargas,Línea 7,763120
2017-07-06,Recargas,Línea 8,684741
2017-07-06,Recargas,Línea 9,556641
2017-07-06,Recargas,Línea A,275073
2017-07-06,Recargas,Línea B,686001
2017-07-06,Recargas,Línea 12,1617424
2017-07-06,Tarjetas,Línea 1,190
2017-07-06,Tarjetas,Línea 2,430
2017-07-06,Tarjetas,Línea 3,2150
2017-07-06,Tarjetas,Línea 4,1230
2017-07-06,Tarjetas,Línea 5,2680
2017-07-06,Tarjetas,Línea 6,280
2017-07-06,Tarjetas,Línea 7,0
2017-07-06,Tarjetas,Línea 8,430
2017-07-06,Tarjetas,Línea 9,60
2017-07-06,Tarjetas,Línea A,120
2017-07-06,Tarjetas,Línea B,380
2017-07-06,Tarjetas,Línea 12,35090
2017-07-07,Boletos,Línea 1,1694925
2017-07-07,Boletos,Línea 2,1671475
2017-07-07,Boletos,Línea 3,1371950
2017-07-07,Boletos,Línea 4,235825
2017-07-07,Boletos,Línea 5,521200
2017-07-07,Boletos,Línea 6,327825
2017-07-07,Boletos,Línea 7,652760
2017-07-07,Boletos,Línea 8,936475
2017-07-07,Boletos,Línea 9,659600
2017-07-07,Boletos,Línea A,591725
2017-07-07,Boletos,Línea B,1082325
2017-07-07,Boletos,Línea 12,0
2017-07-07,Recargas,Línea 1,1178913
2017-07-07,Recargas,Línea 2,1578454
2017-07-07,Recargas,Línea 3,1348668
2017-07-07,Recargas,Línea 4,178442
2017-07-07,Recargas,Línea 5,311521
2017-07-07,Recargas,Línea 6,298911
2017-07-07,Recargas,Línea 7,815897
2017-07-07,Recargas,Línea 8,723090
2017-07-07,Recargas,Línea 9,608298
2017-07-07,Recargas,Línea A,293044
2017-07-07,Recargas,Línea B,713418
2017-07-07,Recargas,Línea 12,1734073
2017-07-07,Tarjetas,Línea 1,0
2017-07-07,Tarjetas,Línea 2,320
2017-07-07,Tarjetas,Línea 3,570
2017-07-07,Tarjetas,Línea 4,970
2017-07-07,Tarjetas,Línea 5,1040
2017-07-07,Tarjetas,Línea 6,2180
2017-07-07,Tarjetas,Línea 7,4980
2017-07-07,Tarjetas,Línea 8,120
2017-07-07,Tarjetas,Línea 9,60
2017-07-07,Tarjetas,Línea A,40
2017-07-07,Tarjetas,Línea B,70
2017-07-07,Tarjetas,Línea 12,37680
2017-07-08,Boletos,Línea 1,1736825
2017-07-08,Boletos,Línea 2,1688175
2017-07-08,Boletos,Línea 3,1269695
2017-07-08,Boletos,Línea 4,224800
2017-07-08,Boletos,Línea 5,509325
2017-07-08,Boletos,Línea 6,254125
2017-07-08,Boletos,Línea 7,574790
2017-07-08,Boletos,Línea 8,870330
2017-07-08,Boletos,Línea 9,598750
2017-07-08,Boletos,Línea A,565900
2017-07-08,Boletos,Línea B,1157825
2017-07-08,Boletos,Línea 12,0
2017-07-08,Recargas,Línea 1,941443
2017-07-08,Recargas,Línea 2,1334508
2017-07-08,Recargas,Línea 3,1112661
2017-07-08,Recargas,Línea 4,155417
2017-07-08,Recargas,Línea 5,265552
2017-07-08,Recargas,Línea 6,203592
2017-07-08,Recargas,Línea 7,589176
2017-07-08,Recargas,Línea 8,664587
2017-07-08,Recargas,Línea 9,501622
2017-07-08,Recargas,Línea A,274939
2017-07-08,Recargas,Línea B,681858
2017-07-08,Recargas,Línea 12,1426549
2017-07-08,Tarjetas,Línea 1,0
2017-07-08,Tarjetas,Línea 2,320
2017-07-08,Tarjetas,Línea 3,340
2017-07-08,Tarjetas,Línea 4,680
2017-07-08,Tarjetas,Línea 5,440
2017-07-08,Tarjetas,Línea 6,1010
2017-07-08,Tarjetas,Línea 7,1060
2017-07-08,Tarjetas,Línea 8,3870
2017-07-08,Tarjetas,Línea 9,3280
2017-07-08,Tarjetas,Línea A,0
2017-07-08,Tarjetas,Línea B,100
2017-07-08,Tarjetas,Línea 12,37080
2017-07-09,Boletos,Línea 1,1160025
2017-07-09,Boletos,Línea 2,1042150
2017-07-09,Boletos,Línea 3,811430
2017-07-09,Boletos,Línea 4,136625
2017-07-09,Boletos,Línea 5,351400
2017-07-09,Boletos,Línea 6,163875
2017-07-09,Boletos,Línea 7,325045
2017-07-09,Boletos,Línea 8,547520
2017-07-09,Boletos,Línea 9,342350
2017-07-09,Boletos,Línea A,383125
2017-07-09,Boletos,Línea B,772875
2017-07-09,Boletos,Línea 12,0
2017-07-09,Recargas,Línea 1,536099
2017-07-09,Recargas,Línea 2,717421
2017-07-09,Recargas,Línea 3,634392
2017-07-09,Recargas,Línea 4,81226
2017-07-09,Recargas,Línea 5,161664
2017-07-09,Recargas,Línea 6,106706
2017-07-09,Recargas,Línea 7,273752
2017-07-09,Recargas,Línea 8,367316
2017-07-09,Recargas,Línea 9,252820
2017-07-09,Recargas,Línea A,161389
2017-07-09,Recargas,Línea B,450083
2017-07-09,Recargas,Línea 12,810988
2017-07-09,Tarjetas,Línea 1,0
2017-07-09,Tarjetas,Línea 2,160
2017-07-09,Tarjetas,Línea 3,80
2017-07-09,Tarjetas,Línea 4,390
2017-07-09,Tarjetas,Línea 5,170
2017-07-09,Tarjetas,Línea 6,200
2017-07-09,Tarjetas,Línea 7,110
2017-07-09,Tarjetas,Línea 8,2310
2017-07-09,Tarjetas,Línea 9,640
2017-07-09,Tarjetas,Línea A,870
2017-07-09,Tarjetas,Línea B,3300
2017-07-09,Tarjetas,Línea 12,26130
2017-07-10,Boletos,Línea 1,1760880
2017-07-10,Boletos,Línea 2,1679100
2017-07-10,Boletos,Línea 3,1424150
2017-07-10,Boletos,Línea 4,241075
2017-07-10,Boletos,Línea 5,553700
2017-07-10,Boletos,Línea 6,345650
2017-07-10,Boletos,Línea 7,694280
2017-07-10,Boletos,Línea 8,953700
2017-07-10,Boletos,Línea 9,677225
2017-07-10,Boletos,Línea A,636350
2017-07-10,Boletos,Línea B,1139085
2017-07-10,Boletos,Línea 12,0
2017-07-10,Recargas,Línea 1,1488451
2017-07-10,Recargas,Línea 2,1945844
2017-07-10,Recargas,Línea 3,1714223
2017-07-10,Recargas,Línea 4,241048
2017-07-10,Recargas,Línea 5,401657
2017-07-10,Recargas,Línea 6,390224
2017-07-10,Recargas,Línea 7,1078131
2017-07-10,Recargas,Línea 8,944391
2017-07-10,Recargas,Línea 9,780509
2017-07-10,Recargas,Línea A,429138
2017-07-10,Recargas,Línea B,974791
2017-07-10,Recargas,Línea 12,2125191
2017-07-10,Tarjetas,Línea 1,8590
2017-07-10,Tarjetas,Línea 2,140
2017-07-10,Tarjetas,Línea 3,410
2017-07-10,Tarjetas,Línea 4,630
2017-07-10,Tarjetas,Línea 5,300
2017-07-10,Tarjetas,Línea 6,440
2017-07-10,Tarjetas,Línea 7,100
2017-07-10,Tarjetas,Línea 8,1950
2017-07-10,Tarjetas,Línea 9,940
2017-07-10,Tarjetas,Línea A,1440
2017-07-10,Tarjetas,Línea B,3390
2017-07-10,Tarjetas,Línea 12,42650
2017-07-11,Boletos,Línea 1,1580420
2017-07-11,Boletos,Línea 2,1524475
2017-07-11,Boletos,Línea 3,1279020
2017-07-11,Boletos,Línea 4,222475
2017-07-11,Boletos,Línea 5,491050
2017-07-11,Boletos,Línea 6,306475
2017-07-11,Boletos,Línea 7,619225
2017-07-11,Boletos,Línea 8,877765
2017-07-11,Boletos,Línea 9,614550
2017-07-11,Boletos,Línea A,567500
2017-07-11,Boletos,Línea B,962800
2017-07-11,Boletos,Línea 12,0
2017-07-11,Recargas,Línea 1,1175229
2017-07-11,Recargas,Línea 2,1570325
2017-07-11,Recargas,Línea 3,1331542
2017-07-11,Recargas,Línea 4,174659
2017-07-11,Recargas,Línea 5,295077
2017-07-11,Recargas,Línea 6,271833
2017-07-11,Recargas,Línea 7,807920
2017-07-11,Recargas,Línea 8,730250
2017-07-11,Recargas,Línea 9,612986
2017-07-11,Recargas,Línea A,308175
2017-07-11,Recargas,Línea B,727991
2017-07-11,Recargas,Línea 12,1685915
2017-07-11,Tarjetas,Línea 1,950
2017-07-11,Tarjetas,Línea 2,11600
2017-07-11,Tarjetas,Línea 3,570
2017-07-11,Tarjetas,Línea 4,420
2017-07-11,Tarjetas,Línea 5,80
2017-07-11,Tarjetas,Línea 6,160
2017-07-11,Tarjetas,Línea 7,0
2017-07-11,Tarjetas,Línea 8,890
2017-07-11,Tarjetas,Línea 9,230
2017-07-11,Tarjetas,Línea A,680
2017-07-11,Tarjetas,Línea B,1180
2017-07-11,Tarjetas,Línea 12,38680
2017-07-12,Boletos,Línea 1,1597540
2017-07-12,Boletos,Línea 2,1552250
2017-07-12,Boletos,Línea 3,1278625
2017-07-12,Boletos,Línea 4,223400
2017-07-12,Boletos,Línea 5,496075
2017-07-12,Boletos,Línea 6,297075
2017-07-12,Boletos,Línea 7,619975
2017-07-12,Boletos,Línea 8,884910
2017-07-12,Boletos,Línea 9,624125
2017-07-12,Boletos,Línea A,586150
2017-07-12,Boletos,Línea B,1056765
2017-07-12,Boletos,Línea 12,0
2017-07-12,Recargas,Línea 1,1096365
2017-07-12,Recargas,Línea 2,1477850
2017-07-12,Recargas,Línea 3,1284547
2017-07-12,Recargas,Línea 4,162017
2017-07-12,Recargas,Línea 5,281749
2017-07-12,Recargas,Línea 6,256153
2017-07-12,Recargas,Línea 7,773889
2017-07-12,Recargas,Línea 8,685492
2017-07-12,Recargas,Línea 9,567321
2017-07-12,Recargas,Línea A,289185
2017-07-12,Recargas,Línea B,698851
2017-07-12,Recargas,Línea 12,1629283
2017-07-12,Tarjetas,Línea 1,180
2017-07-12,Tarjetas,Línea 2,1730
2017-07-12,Tarjetas,Línea 3,7380
2017-07-12,Tarjetas,Línea 4,150
2017-07-12,Tarjetas,Línea 5,80
2017-07-12,Tarjetas,Línea 6,160
2017-07-12,Tarjetas,Línea 7,0
2017-07-12,Tarjetas,Línea 8,350
2017-07-12,Tarjetas,Línea 9,70
2017-07-12,Tarjetas,Línea A,370
2017-07-12,Tarjetas,Línea B,760
2017-07-12,Tarjetas,Línea 12,37200
2017-07-13,Boletos,Línea 1,1622685
2017-07-13,Boletos,Línea 2,1608050
2017-07-13,Boletos,Línea 3,1299955
2017-07-13,Boletos,Línea 4,219575
2017-07-13,Boletos,Línea 5,497525
2017-07-13,Boletos,Línea 6,300650
2017-07-13,Boletos,Línea 7,622800
2017-07-13,Boletos,Línea 8,915700
2017-07-13,Boletos,Línea 9,655100
2017-07-13,Boletos,Línea A,556050
2017-07-13,Boletos,Línea B,1055075
2017-07-13,Boletos,Línea 12,0
2017-07-13,Recargas,Línea 1,1134840
2017-07-13,Recargas,Línea 2,1526257
2017-07-13,Recargas,Línea 3,1317633
2017-07-13,Recargas,Línea 4,168057
2017-07-13,Recargas,Línea 5,297833
2017-07-13,Recargas,Línea 6,261631
2017-07-13,Recargas,Línea 7,760501
2017-07-13,Recargas,Línea 8,665644
2017-07-13,Recargas,Línea 9,520464
2017-07-13,Recargas,Línea A,285270
2017-07-13,Recargas,Línea B,677841
2017-07-13,Recargas,Línea 12,1644684.2
2017-07-13,Tarjetas,Línea 1,120
2017-07-13,Tarjetas,Línea 2,270
2017-07-13,Tarjetas,Línea 3,2160
2017-07-13,Tarjetas,Línea 4,1170
2017-07-13,Tarjetas,Línea 5,2230
2017-07-13,Tarjetas,Línea 6,70
2017-07-13,Tarjetas,Línea 7,10
2017-07-13,Tarjetas,Línea 8,260
2017-07-13,Tarjetas,Línea 9,50
2017-07-13,Tarjetas,Línea A,60
2017-07-13,Tarjetas,Línea B,290
2017-07-13,Tarjetas,Línea 12,36230
2017-07-14,Boletos,Línea 1,1787000
2017-07-14,Boletos,Línea 2,1761075
2017-07-14,Boletos,Línea 3,1427675
2017-07-14,Boletos,Línea 4,242475
2017-07-14,Boletos,Línea 5,543225
2017-07-14,Boletos,Línea 6,332000
2017-07-14,Boletos,Línea 7,685600
2017-07-14,Boletos,Línea 8,987575
2017-07-14,Boletos,Línea 9,697400
2017-07-14,Boletos,Línea A,641250
2017-07-14,Boletos,Línea B,1143750
2017-07-14,Boletos,Línea 12,0
2017-07-14,Recargas,Línea 1,1419970
2017-07-14,Recargas,Línea 2,1752359
2017-07-14,Recargas,Línea 3,1523794
2017-07-14,Recargas,Línea 4,205014
2017-07-14,Recargas,Línea 5,357361
2017-07-14,Recargas,Línea 6,343419
2017-07-14,Recargas,Línea 7,965327
2017-07-14,Recargas,Línea 8,853012
2017-07-14,Recargas,Línea 9,624099
2017-07-14,Recargas,Línea A,363013
2017-07-14,Recargas,Línea B,815380
2017-07-14,Recargas,Línea 12,1967830
2017-07-14,Tarjetas,Línea 1,160
2017-07-14,Tarjetas,Línea 2,290
2017-07-14,Tarjetas,Línea 3,400
2017-07-14,Tarjetas,Línea 4,1120
2017-07-14,Tarjetas,Línea 5,1180
2017-07-14,Tarjetas,Línea 6,2190
2017-07-14,Tarjetas,Línea 7,5200
2017-07-14,Tarjetas,Línea 8,140
2017-07-14,Tarjetas,Línea 9,0
2017-07-14,Tarjetas,Línea A,20
2017-07-14,Tarjetas,Línea B,240
2017-07-14,Tarjetas,Línea 12,39040
2017-07-15,Boletos,Línea 1,1856200
2017-07-15,Boletos,Línea 2,1817950
2017-07-15,Boletos,Línea 3,1342125
2017-07-15,Boletos,Línea 4,231975
2017-07-15,Boletos,Línea 5,555250
2017-07-15,Boletos,Línea 6,276000
2017-07-15,Boletos,Línea 7,612650
2017-07-15,Boletos,Línea 8,934925
2017-07-15,Boletos,Línea 9,648325
2017-07-15,Boletos,Línea A,613225
2017-07-15,Boletos,Línea B,1229025
2017-07-15,Boletos,Línea 12,0
2017-07-15,Recargas,Línea 1,1128467
2017-07-15,Recargas,Línea 2,1501685
2017-07-15,Recargas,Línea 3,1285325
2017-07-15,Recargas,Línea 4,176363
2017-07-15,Recargas,Línea 5,291958
2017-07-15,Recargas,Línea 6,246767
2017-07-15,Recargas,Línea 7,683639
2017-07-15,Recargas,Línea 8,756164
2017-07-15,Recargas,Línea 9,566570
2017-07-15,Recargas,Línea A,321430
2017-07-15,Recargas,Línea B,809608
2017-07-15,Recargas,Línea 12,1598575
2017-07-15,Tarjetas,Línea 1,0
2017-07-15,Tarjetas,Línea 2,220
2017-07-15,Tarjetas,Línea 3,150
2017-07-15,Tarjetas,Línea 4,970
2017-07-15,Tarjetas,Línea 5,550
2017-07-15,Tarjetas,Línea 6,990
2017-07-15,Tarjetas,Línea 7,970
2017-07-15,Tarjetas,Línea 8,4190
2017-07-15,Tarjetas,Línea 9,3160
2017-07-15,Tarjetas,Línea A,40
2017-07-15,Tarjetas,Línea B,110
2017-07-15,Tarjetas,Línea 12,40360
2017-07-16,Boletos,Línea 1,1235505
2017-07-16,Boletos,Línea 2,1105025
2017-07-16,Boletos,Línea 3,855270
2017-07-16,Boletos,Línea 4,145600
2017-07-16,Boletos,Línea 5,385500
2017-07-16,Boletos,Línea 6,170475
2017-07-16,Boletos,Línea 7,340175
2017-07-16,Boletos,Línea 8,575875
2017-07-16,Boletos,Línea 9,363100
2017-07-16,Boletos,Línea A,409075
2017-07-16,Boletos,Línea B,836325
2017-07-16,Boletos,Línea 12,0
2017-07-16,Recargas,Línea 1,620819
2017-07-16,Recargas,Línea 2,759172
2017-07-16,Recargas,Línea 3,705223
2017-07-16,Recargas,Línea 4,93275
2017-07-16,Recargas,Línea 5,192582
2017-07-16,Recargas,Línea 6,120336
2017-07-16,Recargas,Línea 7,309661
2017-07-16,Recargas,Línea 8,409512
2017-07-16,Recargas,Línea 9,281605
2017-07-16,Recargas,Línea A,194484
2017-07-16,Recargas,Línea B,520890
2017-07-16,Recargas,Línea 12,905454
2017-07-16,Tarjetas,Línea 1,0
2017-07-16,Tarjetas,Línea 2,210
2017-07-16,Tarjetas,Línea 3,50
2017-07-16,Tarjetas,Línea 4,340
2017-07-16,Tarjetas,Línea 5,290
2017-07-16,Tarjetas,Línea 6,340
2017-07-16,Tarjetas,Línea 7,60
2017-07-16,Tarjetas,Línea 8,2160
2017-07-16,Tarjetas,Línea 9,880
2017-07-16,Tarjetas,Línea A,930
2017-07-16,Tarjetas,Línea B,3630
2017-07-16,Tarjetas,Línea 12,30040
2017-07-17,Boletos,Línea 1,1848595
2017-07-17,Boletos,Línea 2,1762350
2017-07-17,Boletos,Línea 3,1455405
2017-07-17,Boletos,Línea 4,249200
2017-07-17,Boletos,Línea 5,584125
2017-07-17,Boletos,Línea 6,355325
2017-07-17,Boletos,Línea 7,716525
2017-07-17,Boletos,Línea 8,982000
2017-07-17,Boletos,Línea 9,715175
2017-07-17,Boletos,Línea A,665150
2017-07-17,Boletos,Línea B,1182500
2017-07-17,Boletos,Línea 12,0
2017-07-17,Recargas,Línea 1,1572304
2017-07-17,Recargas,Línea 2,2059981
2017-07-17,Recargas,Línea 3,1858978
2017-07-17,Recargas,Línea 4,258333
2017-07-17,Recargas,Línea 5,453479
2017-07-17,Recargas,Línea 6,433105
2017-07-17,Recargas,Línea 7,1203236
2017-07-17,Recargas,Línea 8,1005717
2017-07-17,Recargas,Línea 9,804844
2017-07-17,Recargas,Línea A,458589
2017-07-17,Recargas,Línea B,1107576
2017-07-17,Recargas,Línea 12,2258002
2017-07-17,Tarjetas,Línea 1,8300
2017-07-17,Tarjetas,Línea 2,330
2017-07-17,Tarjetas,Línea 3,30
2017-07-17,Tarjetas,Línea 4,410
2017-07-17,Tarjetas,Línea 5,400
2017-07-17,Tarjetas,Línea 6,320
2017-07-17,Tarjetas,Línea 7,20
2017-07-17,Tarjetas,Línea 8,1820
2017-07-17,Tarjetas,Línea 9,950
2017-07-17,Tarjetas,Línea A,1600
2017-07-17,Tarjetas,Línea B,3300
2017-07-17,Tarjetas,Línea 12,43610
2017-07-18,Boletos,Línea 1,1596675
2017-07-18,Boletos,Línea 2,1561925
2017-07-18,Boletos,Línea 3,1273285
2017-07-18,Boletos,Línea 4,215925
2017-07-18,Boletos,Línea 5,501900
2017-07-18,Boletos,Línea 6,300700
2017-07-18,Boletos,Línea 7,623100
2017-07-18,Boletos,Línea 8,868755
2017-07-18,Boletos,Línea 9,621125
2017-07-18,Boletos,Línea A,562800
2017-07-18,Boletos,Línea B,960475
